match_id,source_match_id,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_elo_pre,away_elo_pre,elo_diff,is_friendly,is_qualifier,is_world_cup,is_continental,is_competitive,tournament_type,home_is_host,away_is_host,went_to_shootout
1,4990,1960-01-01,Morocco,Yugoslavia,0,5,Friendly,Casablanca,Morocco,False,1510.37,1735.6,-125.23,True,False,False,False,False,friendly,True,False,False
2,4991,1960-01-03,Tunisia,Yugoslavia,1,5,Friendly,Tunis,Tunisia,False,1518.65,1748.69,-130.04,True,False,False,False,False,friendly,True,False,False
3,4992,1960-01-06,Italy,Switzerland,3,0,Central European International Cup,Naples,Italy,False,1645.88,1425.73,320.15,False,False,False,False,True,other,True,False,False
4,4993,1960-01-08,Egypt,Yugoslavia,0,1,Friendly,Cairo,United Arab Republic,True,1624.86,1760.73,-135.87,True,False,False,False,False,friendly,False,False,False
5,4994,1960-01-27,Guinea-Bissau,Gambia,3,2,Friendly,Bissau,Portuguese Guinea,False,1525.83,1481.14,144.69,True,False,False,False,False,friendly,False,False,False
6,4995,1960-01-31,Guinea-Bissau,Sierra Leone,3,4,Friendly,Kumasi,Ghana,True,1531.9,1454.5,77.39,True,False,False,False,False,friendly,False,False,False
7,4996,1960-02-07,Ghana,Sierra Leone,6,2,Friendly,Accra,Ghana,False,1543.59,1466.7,176.9,True,False,False,False,False,friendly,True,False,False
8,4997,1960-02-14,Costa Rica,Curaçao,1,1,CCCF Championship,Havana,Cuba,True,1716.49,1561.03,155.45,False,False,False,False,True,other,False,False,False
9,4998,1960-02-19,Honduras,Curaçao,3,3,CCCF Championship,Havana,Cuba,True,1478.93,1567.33,-88.4,False,False,False,False,True,other,False,False,False
10,4999,1960-02-20,Martinique,Guadeloupe,2,2,Friendly,Fort-de-France,Martinique,False,1540.7,1480.51,160.19,True,False,False,False,False,friendly,True,False,False
11,5000,1960-02-23,Cuba,Curaçao,3,4,CCCF Championship,Havana,Cuba,False,1274.76,1563.59,-188.84,False,False,False,False,True,other,True,False,False
12,5001,1960-02-27,Curaçao,Suriname,1,0,CCCF Championship,Havana,Cuba,True,1571.16,1542.89,28.27,False,False,False,False,True,other,False,False,False
13,5002,1960-02-28,Belgium,France,1,0,Friendly,Brussels,Belgium,False,1488.79,1781.67,-192.88,True,False,False,False,False,friendly,True,False,False
14,5003,1960-02-29,Costa Rica,Curaçao,4,0,CCCF Championship,Havana,Cuba,True,1710.19,1584.94,125.25,False,False,False,False,True,other,False,False,False
15,5004,1960-03-06,Brazil,Mexico,2,2,Pan American Championship,San José,Costa Rica,True,1868.36,1640.35,228.01,False,False,False,False,True,other,False,False,False
16,5005,1960-03-08,Costa Rica,Argentina,0,0,Pan American Championship,San José,Costa Rica,False,1728.59,1819.03,9.57,False,False,False,False,True,other,True,False,False
17,5006,1960-03-10,Argentina,Mexico,3,2,Pan American Championship,San José,Costa Rica,True,1819.44,1648.98,170.46,False,False,False,False,True,other,False,False,False
18,5007,1960-03-10,Costa Rica,Brazil,3,0,Pan American Championship,San José,Costa Rica,False,1728.18,1859.72,-31.54,False,False,False,False,True,other,True,False,False
19,5008,1960-03-13,Argentina,Brazil,2,1,Pan American Championship,San José,Costa Rica,True,1827.62,1831.09,-3.48,False,False,False,False,True,other,False,False,False
20,5009,1960-03-13,Spain,Italy,3,1,Friendly,Barcelona,Spain,False,1732.58,1653.06,179.53,True,False,False,False,False,friendly,True,False,False
21,5010,1960-03-15,Brazil,Mexico,2,1,Pan American Championship,San José,Costa Rica,True,1815.94,1640.81,175.14,False,False,False,False,True,other,False,False,False
22,5011,1960-03-15,Costa Rica,Argentina,0,2,Pan American Championship,San José,Costa Rica,False,1756.81,1842.77,14.04,False,False,False,False,True,other,True,False,False
23,5012,1960-03-16,France,Chile,6,0,Friendly,Paris,France,False,1766.62,1606.6,260.02,True,False,False,False,False,friendly,True,False,False
24,5013,1960-03-17,Argentina,Mexico,2,0,Pan American Championship,San José,Costa Rica,True,1866.18,1632.79,233.39,False,False,False,False,True,other,False,False,False
25,5014,1960-03-17,Costa Rica,Brazil,0,4,Pan American Championship,San José,Costa Rica,False,1733.4,1823.96,9.43,False,False,False,False,True,other,True,False,False
26,5015,1960-03-20,Argentina,Brazil,0,1,Pan American Championship,San José,Costa Rica,True,1875.49,1852.85,22.64,False,False,False,False,True,other,False,False,False
27,5016,1960-03-23,Germany,Chile,2,1,Friendly,Stuttgart,Germany,False,1696.92,1598.83,198.08,True,False,False,False,False,friendly,True,False,False
28,5017,1960-03-27,Austria,France,2,4,UEFA Euro qualification,Vienna,Austria,False,1663.29,1774.4,-11.11,False,True,False,True,True,qualifier,True,False,False
29,5018,1960-03-27,Belgium,Switzerland,3,1,Friendly,Brussels,Belgium,False,1503.83,1418.55,185.28,True,False,False,False,False,friendly,True,False,False
30,5019,1960-03-30,Republic of Ireland,Chile,2,0,Friendly,Dublin,Republic of Ireland,False,1596.25,1593.99,102.26,True,False,False,False,False,friendly,True,False,False
31,5020,1960-03-31,Guernsey,Alderney,5,1,Muratti Vase,Guernsey,Guernsey,False,1611.21,1227.52,483.69,False,False,False,False,True,other,True,False,False
32,5021,1960-04-03,Netherlands,Bulgaria,4,2,Friendly,Amsterdam,Netherlands,False,1588.91,1561.47,127.44,True,False,False,False,False,friendly,True,False,False
33,5022,1960-04-06,Switzerland,Chile,4,2,Friendly,Basel,Switzerland,False,1410.87,1583.28,-72.41,True,False,False,False,False,friendly,True,False,False
34,5023,1960-04-06,Wales,Northern Ireland,3,2,British Home Championship,Wrexham,Wales,False,1580.65,1551.92,128.73,False,False,False,False,True,other,True,False,False
35,5024,1960-04-09,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,False,1661.96,1727.03,34.93,False,False,False,False,True,other,True,False,False
36,5025,1960-04-13,Belgium,Chile,1,1,Friendly,Brussels,Belgium,False,1511.51,1565.2,46.32,True,False,False,False,False,friendly,True,False,False
37,5026,1960-04-14,Burkina Faso,Gabon,5,4,African Friendship Games,Tananarive,Madagascar,True,1500.0,1500.0,0.0,False,False,False,False,True,other,False,False,False
38,5027,1960-04-14,Cameroon,Djibouti,9,2,African Friendship Games,Tananarive,Madagascar,True,1529.72,1417.26,112.47,False,False,False,False,True,other,False,False,False
39,5028,1960-04-14,Congo,Réunion,4,1,African Friendship Games,Tananarive,Madagascar,True,1500.0,1331.83,168.17,False,False,False,False,True,other,False,False,False
40,5029,1960-04-14,Ivory Coast,Benin,3,2,African Friendship Games,Tananarive,Madagascar,True,1500.0,1472.34,27.66,False,False,False,False,True,other,False,False,False
41,5030,1960-04-14,Mali,Central African Republic,4,3,African Friendship Games,Tananarive,Madagascar,True,1500.0,1500.0,0.0,False,False,False,False,True,other,False,False,False
42,5031,1960-04-15,Cameroon,Mali,3,2,African Friendship Games,Tananarive,Madagascar,True,1552.91,1515.0,37.91,False,False,False,False,True,other,False,False,False
43,5032,1960-04-15,Congo,Ivory Coast,3,2,African Friendship Games,Tananarive,Madagascar,True,1514.45,1513.81,0.64,False,False,False,False,True,other,False,False,False
44,5033,1960-04-15,Madagascar,Burkina Faso,6,1,African Friendship Games,Tananarive,Madagascar,False,1491.77,1515.0,76.77,False,False,False,False,True,other,True,False,False
45,5034,1960-04-17,Cameroon,Congo,5,4,African Friendship Games,Tananarive,Madagascar,True,1566.28,1529.42,36.86,False,False,False,False,True,other,False,False,False
46,5035,1960-04-18,Madagascar,Congo,8,1,African Friendship Games,Tananarive,Madagascar,False,1515.24,1516.01,99.23,False,False,False,False,True,other,True,False,False
47,5036,1960-04-20,Indonesia,Malaysia,5,0,Friendly,Surakarta,Indonesia,False,1618.29,1520.56,197.74,True,False,False,False,False,friendly,True,False,False
48,5037,1960-04-24,Belgium,Netherlands,2,1,Friendly,Antwerp,Belgium,False,1510.19,1598.64,11.55,True,False,False,False,False,friendly,True,False,False
49,5038,1960-04-24,Togo,Nigeria,1,1,Friendly,Lomé,Togo,False,1489.29,1541.22,48.07,True,False,False,False,False,friendly,True,False,False
50,5039,1960-04-26,Cameroon,Nigeria,0,0,Friendly,Lomé,Togo,True,1579.7,1542.59,37.11,True,False,False,False,False,friendly,False,False,False
51,5040,1960-04-27,Germany,Portugal,2,1,Friendly,Ludwigshafen,Germany,False,1701.76,1537.03,264.73,True,False,False,False,False,friendly,True,False,False
52,5041,1960-04-29,Egypt,Brazil,0,5,Friendly,Cairo,United Arab Republic,True,1618.58,1868.83,-250.25,True,False,False,False,False,friendly,False,False,False
53,5042,1960-05-01,Czechoslovakia,Austria,4,0,Friendly,Prague,Czechoslovakia,False,1667.83,1634.25,133.58,True,False,False,False,False,friendly,True,False,False
54,5043,1960-05-01,Egypt,Brazil,1,3,Friendly,Alexandria,United Arab Republic,True,1610.92,1876.49,-265.56,True,False,False,False,False,friendly,False,False,False
55,5044,1960-05-01,Togo,Ghana,2,3,Friendly,Lomé,Togo,False,1487.92,1553.55,34.37,True,False,False,False,False,friendly,True,False,False
56,5045,1960-05-04,Scotland,Poland,2,3,Friendly,Glasgow,Scotland,False,1660.46,1437.08,323.37,True,False,False,False,False,friendly,True,False,False
57,5046,1960-05-05,Jersey,Guernsey,5,1,Muratti Vase,Jersey,Jersey,False,1661.27,1614.48,146.79,False,False,False,False,True,other,True,False,False
58,5047,1960-05-05,Singapore,India,3,0,Friendly,Kallang,Singapore,False,1277.84,1513.23,-135.39,True,False,False,False,False,friendly,True,False,False
59,5048,1960-05-06,Egypt,Brazil,0,3,Friendly,Cairo,United Arab Republic,True,1605.58,1881.83,-276.26,True,False,False,False,False,friendly,False,False,False
60,5049,1960-05-06,Malaysia,India,0,0,Friendly,Kuala Lumpur,Malaya,False,1510.85,1489.24,121.61,True,False,False,False,False,friendly,False,False,False
61,5050,1960-05-08,Portugal,Yugoslavia,2,1,UEFA Euro qualification,Oeiras,Portugal,False,1533.45,1767.01,-133.55,False,True,False,True,True,qualifier,True,False,False
62,5051,1960-05-10,Denmark,Brazil,3,4,Friendly,Esbjerg,Denmark,False,1439.29,1887.76,-348.47,True,False,False,False,False,friendly,True,False,False
63,5052,1960-05-11,England,Yugoslavia,3,3,Friendly,London,England,False,1728.53,1739.68,88.85,True,False,False,False,False,friendly,True,False,False
64,5053,1960-05-11,Germany,Republic of Ireland,0,1,Friendly,Düsseldorf,Germany,False,1705.34,1606.95,198.38,True,False,False,False,False,friendly,True,False,False
65,5054,1960-05-15,Spain,England,3,0,Friendly,Madrid,Spain,False,1740.46,1726.03,114.43,True,False,False,False,False,friendly,True,False,False
66,5055,1960-05-18,Sweden,Republic of Ireland,4,1,Friendly,Malmö,Sweden,False,1758.13,1622.12,236.02,True,False,False,False,False,friendly,True,False,False
67,5056,1960-05-18,Switzerland,Netherlands,3,1,Friendly,Zürich,Switzerland,False,1428.95,1588.97,-60.02,True,False,False,False,False,friendly,True,False,False
68,5057,1960-05-19,Russia,Poland,7,1,Friendly,Moscow,Soviet Union,False,1779.59,1454.39,425.2,True,False,False,False,False,friendly,False,False,False
69,5058,1960-05-22,Bulgaria,Belgium,4,1,Friendly,Sofia,Bulgaria,False,1551.74,1519.85,131.88,True,False,False,False,False,friendly,True,False,False
70,5059,1960-05-22,Hungary,England,2,0,Friendly,Budapest,Hungary,False,1813.88,1714.09,199.79,True,False,False,False,False,friendly,True,False,False
71,5060,1960-05-22,Romania,Czechoslovakia,0,2,UEFA Euro qualification,Bucharest,Romania,False,1538.74,1679.71,-40.97,False,True,False,True,True,qualifier,True,False,False
72,5061,1960-05-22,Yugoslavia,Portugal,5,1,UEFA Euro qualification,Belgrade,Yugoslavia,False,1742.18,1560.79,281.4,False,True,False,True,True,qualifier,True,False,False
73,5062,1960-05-26,Argentina,Brazil,4,2,Copa Roca,Buenos Aires,Argentina,False,1859.51,1890.13,69.38,False,False,False,False,True,other,True,False,False
74,5063,1960-05-26,Denmark,Norway,3,0,Nordic Championship,Copenhagen,Denmark,False,1436.91,1437.07,99.84,False,False,False,False,True,other,True,False,False
75,5064,1960-05-29,Argentina,Brazil,1,4,Copa Roca,Buenos Aires,Argentina,False,1877.58,1872.07,105.51,False,False,False,False,True,other,True,False,False
76,5065,1960-05-29,Austria,Scotland,4,1,Friendly,Vienna,Austria,False,1622.37,1643.15,79.23,True,False,False,False,False,friendly,True,False,False
77,5066,1960-05-29,Czechoslovakia,Romania,3,0,UEFA Euro qualification,Bratislava,Czechoslovakia,False,1706.18,1512.26,293.92,False,True,False,True,True,qualifier,True,False,False
78,5067,1960-06-01,Chile,Uruguay,2,3,Friendly,Santiago,Chile,False,1566.52,1792.92,-126.4,True,False,False,False,False,friendly,True,False,False
79,5068,1960-06-01,Mali,Nigeria,3,2,Friendly,Bamako,Mali,False,1501.63,1543.66,57.98,True,False,False,False,False,friendly,True,False,False
80,5069,1960-06-05,Hungary,Scotland,3,3,Friendly,Budapest,Hungary,False,1821.09,1629.57,291.52,True,False,False,False,False,friendly,True,False,False
81,5070,1960-06-05,Tunisia,Iraq,2,1,Friendly,Tunis,Tunisia,False,1506.61,1500.0,106.61,True,False,False,False,False,friendly,True,False,False
82,5071,1960-06-05,Uruguay,Chile,2,2,Friendly,Montevideo,Uruguay,False,1799.43,1560.01,339.43,True,False,False,False,False,friendly,True,False,False
83,5072,1960-06-08,Turkey,Scotland,4,2,Friendly,Ankara,Turkey,False,1577.15,1636.42,40.73,True,False,False,False,False,friendly,True,False,False
84,5073,1960-06-09,Norway,Iceland,4,0,Friendly,Oslo,Norway,False,1418.17,1306.13,212.04,True,False,False,False,False,friendly,True,False,False
85,5074,1960-06-16,Martinique,Guadeloupe,1,0,Friendly,Fort-de-France,Martinique,False,1536.39,1484.81,151.57,True,False,False,False,False,friendly,True,False,False
86,5075,1960-06-22,Finland,Sweden,0,3,Nordic Championship,Helsinki,Finland,False,1143.6,1765.29,-521.69,False,False,False,False,True,other,True,False,False
87,5076,1960-06-22,Norway,Austria,1,2,Friendly,Oslo,Norway,False,1426.71,1635.95,-109.24,True,False,False,False,False,friendly,True,False,False
88,5077,1960-06-26,Mexico,Netherlands,3,1,Friendly,Mexico City,Mexico,False,1623.47,1571.41,152.07,True,False,False,False,False,friendly,True,False,False
89,5078,1960-06-26,Poland,Bulgaria,4,0,Friendly,Chorzów,Poland,False,1451.01,1562.9,-11.89,True,False,False,False,False,friendly,True,False,False
90,5079,1960-06-29,Brazil,Chile,4,0,Friendly,Rio de Janeiro,Brazil,False,1906.05,1567.52,438.53,True,False,False,False,False,friendly,True,False,False
91,5080,1960-06-29,Curaçao,Netherlands,0,0,Friendly,Willemstad,Curaçao,False,1566.54,1562.58,103.95,True,False,False,False,False,friendly,True,False,False
92,5081,1960-07-03,Denmark,Greece,7,2,Friendly,Copenhagen,Denmark,False,1455.82,1341.59,214.23,True,False,False,False,False,friendly,True,False,False
93,5082,1960-07-03,Ghana,Egypt,2,2,Friendly,Accra,Ghana,False,1564.53,1599.65,64.88,True,False,False,False,False,friendly,True,False,False
94,5083,1960-07-03,Paraguay,Brazil,1,2,Atlantic Cup,Asunción,Paraguay,False,1573.35,1908.83,-235.49,False,False,False,False,True,other,True,False,False
95,5084,1960-07-03,Suriname,Netherlands,3,4,Friendly,Paramaribo,Dutch Guyana,False,1529.11,1565.49,63.62,True,False,False,False,False,friendly,False,False,False
96,5085,1960-07-06,Czechoslovakia,Russia,0,3,UEFA Euro,Marseille,France,True,1717.07,1782.97,-65.9,False,False,False,True,True,continental,False,False,False
97,5086,1960-07-06,France,Yugoslavia,4,5,UEFA Euro,Paris,France,False,1803.44,1754.57,148.86,False,False,False,True,True,continental,True,False,False
98,5087,1960-07-09,Argentina,Paraguay,1,0,Atlantic Cup,Buenos Aires,Argentina,False,1843.59,1567.2,376.4,False,False,False,False,True,other,True,False,False
99,5088,1960-07-09,France,Czechoslovakia,0,2,UEFA Euro,Marseille,France,False,1768.34,1681.52,186.82,False,False,False,True,True,continental,True,False,False
100,5089,1960-07-09,Uruguay,Brazil,1,0,Atlantic Cup,Montevideo,Uruguay,False,1791.92,1914.98,-23.07,False,False,False,False,True,other,True,False,False
101,5090,1960-07-10,Bulgaria,German DR,2,0,Friendly,Sofia,Bulgaria,False,1543.5,1409.4,234.1,True,False,False,False,False,friendly,True,False,False
102,5091,1960-07-10,Mali,Sierra Leone,1,0,Friendly,Bamako,Mali,False,1509.98,1456.75,153.23,True,False,False,False,False,friendly,True,False,False
103,5092,1960-07-10,Peru,Spain,1,3,Friendly,Lima,Peru,False,1631.01,1752.39,-21.38,True,False,False,False,False,friendly,True,False,False
104,5093,1960-07-10,Russia,Yugoslavia,2,1,UEFA Euro,Paris,France,True,1818.52,1789.67,28.85,False,False,False,True,True,continental,False,False,False
105,5094,1960-07-12,Brazil,Argentina,5,1,Atlantic Cup,Rio de Janeiro,Brazil,False,1898.99,1846.68,152.31,False,False,False,False,True,other,True,False,False
106,5095,1960-07-13,Uruguay,Paraguay,2,1,Atlantic Cup,Montevideo,Uruguay,False,1807.91,1564.11,343.8,False,False,False,False,True,other,True,False,False
107,5096,1960-07-14,Chile,Spain,0,4,Friendly,Santiago,Chile,False,1564.74,1766.47,-101.73,True,False,False,False,False,friendly,True,False,False
108,5097,1960-07-17,Chile,Spain,1,4,Friendly,Santiago,Chile,False,1551.33,1779.88,-128.55,True,False,False,False,False,friendly,True,False,False
109,5098,1960-07-24,Argentina,Spain,2,0,Friendly,Buenos Aires,Argentina,False,1830.15,1791.19,138.96,True,False,False,False,False,friendly,True,False,False
110,5099,1960-08-03,Iceland,Germany,0,5,Friendly,Reykjavík,Iceland,False,1297.59,1690.18,-292.59,True,False,False,False,False,friendly,True,False,False
111,5100,1960-08-05,Malaysia,Japan,3,0,Merdeka Tournament,Kuala Lumpur,Malaya,False,1507.49,1445.34,162.15,False,False,False,False,True,other,False,False,False
112,5101,1960-08-05,Pakistan,Thailand,7,0,Merdeka Tournament,Kuala Lumpur,Malaya,True,1465.76,1409.78,55.98,False,False,False,False,True,other,False,False,False
113,5102,1960-08-06,South Korea,Indonesia,2,0,Merdeka Tournament,Kuala Lumpur,Malaya,True,1664.12,1628.0,36.12,False,False,False,False,True,other,False,False,False
114,5103,1960-08-06,Yugoslavia,Tunisia,7,0,Friendly,Belgrade,Yugoslavia,False,1766.75,1513.63,353.11,True,False,False,False,False,friendly,True,False,False
115,5104,1960-08-07,Malaysia,Thailand,8,2,Merdeka Tournament,Kuala Lumpur,Malaya,False,1522.3,1381.43,240.88,False,False,False,False,True,other,False,False,False
116,5105,1960-08-07,Vietnam Republic,Singapore,2,1,Merdeka Tournament,Kuala Lumpur,Malaya,True,1603.51,1301.83,301.68,False,False,False,False,True,other,False,False,False
117,5106,1960-08-08,Indonesia,Singapore,8,3,Merdeka Tournament,Kuala Lumpur,Malaya,True,1607.83,1297.34,310.49,False,False,False,False,True,other,False,False,False
118,5107,1960-08-10,Denmark,Finland,2,1,Nordic Championship,Copenhagen,Denmark,False,1464.85,1141.11,423.73,False,False,False,False,True,other,True,False,False
119,5108,1960-08-10,Pakistan,Japan,3,1,Merdeka Tournament,Kuala Lumpur,Malaya,True,1494.12,1430.52,63.6,False,False,False,False,True,other,False,False,False
120,5109,1960-08-10,Vietnam Republic,South Korea,0,0,Merdeka Tournament,Kuala Lumpur,Malaya,True,1608.01,1684.29,-76.29,False,False,False,False,True,other,False,False,False
121,5110,1960-08-11,South Korea,Singapore,3,3,Merdeka Tournament,Kuala Lumpur,Malaya,True,1681.05,1288.74,392.31,False,False,False,False,True,other,False,False,False
122,5111,1960-08-12,Japan,Thailand,3,1,Merdeka Tournament,Kuala Lumpur,Malaya,True,1412.09,1368.68,43.41,False,False,False,False,True,other,False,False,False
123,5112,1960-08-12,Malaysia,Pakistan,1,0,Merdeka Tournament,Kuala Lumpur,Malaya,False,1535.05,1512.55,122.5,False,False,False,False,True,other,False,False,False
124,5113,1960-08-13,Indonesia,Vietnam Republic,5,3,Merdeka Tournament,Kuala Lumpur,Malaya,True,1616.43,1611.25,5.19,False,False,False,False,True,other,False,False,False
125,5114,1960-08-14,Indonesia,Pakistan,4,0,Merdeka Tournament,Kuala Lumpur,Malaya,True,1638.6,1502.63,135.97,False,False,False,False,True,other,False,False,False
126,5115,1960-08-14,Malaysia,South Korea,0,0,Merdeka Tournament,Kuala Lumpur,Malaya,False,1544.97,1668.89,-23.92,False,False,False,False,True,other,False,False,False
127,5116,1960-08-17,Argentina,Uruguay,4,0,Atlantic Cup,Buenos Aires,Argentina,False,1839.45,1811.55,127.9,False,False,False,False,True,other,True,False,False
128,5117,1960-08-17,German DR,Russia,0,1,Friendly,Leipzig,German DR,False,1403.21,1841.45,-338.24,True,False,False,False,False,friendly,True,False,False
129,5118,1960-08-17,Indonesia,Vietnam Republic,1,1,Friendly,Kallang,Singapore,True,1656.25,1589.08,67.16,True,False,False,False,False,friendly,False,False,False
130,5119,1960-08-18,Pakistan,Vietnam Republic,2,2,Friendly,Kallang,Singapore,True,1484.98,1590.99,-106.01,True,False,False,False,False,friendly,False,False,False
131,5120,1960-08-19,Singapore,Pakistan,4,1,Friendly,Kallang,Singapore,False,1300.9,1487.94,-87.04,True,False,False,False,False,friendly,True,False,False
132,5121,1960-08-21,Costa Rica,Guatemala,3,2,FIFA World Cup qualification,San José,Costa Rica,False,1704.51,1445.98,358.53,False,True,False,False,True,qualifier,True,False,False
133,5122,1960-08-21,India,Tunisia,2,2,Friendly,Rome,Italy,True,1492.6,1508.42,-15.82,True,False,False,False,False,friendly,False,False,False
134,5123,1960-08-21,Indonesia,Pakistan,5,2,Friendly,Jakarta,Indonesia,False,1654.34,1466.15,288.19,True,False,False,False,False,friendly,True,False,False
135,5124,1960-08-28,Ghana,Nigeria,4,1,FIFA World Cup qualification,Accra,Ghana,False,1562.69,1535.31,127.38,False,True,False,False,True,qualifier,True,False,False
136,5125,1960-08-28,Guatemala,Costa Rica,4,4,FIFA World Cup qualification,Guatemala City,Guatemala,False,1441.48,1709.02,-167.54,False,True,False,False,True,qualifier,True,False,False
137,5126,1960-08-28,Norway,Finland,6,3,Nordic Championship,Oslo,Norway,False,1419.75,1138.71,381.05,False,False,False,False,True,other,True,False,False
138,5127,1960-09-04,Austria,Russia,3,1,Friendly,Vienna,Austria,False,1642.9,1843.95,-101.04,True,False,False,False,False,friendly,True,False,False
139,5128,1960-09-04,Honduras,Costa Rica,2,1,FIFA World Cup qualification,Tegucigalpa,Honduras,False,1482.66,1700.06,-117.39,False,True,False,False,True,qualifier,True,False,False
140,5129,1960-09-05,Tahiti,New Zealand,1,5,Friendly,Pirae,Tahiti,False,1465.04,1509.72,55.32,True,False,False,False,False,friendly,True,False,False
141,5130,1960-09-10,Nigeria,Ghana,2,2,FIFA World Cup qualification,Lagos,Nigeria,False,1512.59,1585.4,27.2,False,True,False,False,True,qualifier,True,False,False
142,5131,1960-09-11,Costa Rica,Honduras,5,0,FIFA World Cup qualification,San José,Costa Rica,False,1673.54,1509.17,264.37,False,True,False,False,True,qualifier,True,False,False
143,5132,1960-09-12,Tahiti,New Zealand,1,2,Friendly,Pirae,Tahiti,False,1443.33,1531.43,11.9,True,False,False,False,False,friendly,True,False,False
144,5133,1960-09-18,Norway,Sweden,3,1,Nordic Championship,Oslo,Norway,False,1425.02,1767.77,-242.75,False,False,False,False,True,other,True,False,False
145,5134,1960-09-18,Trinidad and Tobago,Martinique,1,1,Friendly,Port of Spain,Trinidad and Tobago,False,1584.45,1542.28,142.17,True,False,False,False,False,friendly,True,False,False
146,5135,1960-09-20,Trinidad and Tobago,Martinique,1,1,Friendly,Port of Spain,Trinidad and Tobago,False,1580.57,1546.16,134.41,True,False,False,False,False,friendly,True,False,False
147,5136,1960-09-22,Trinidad and Tobago,Martinique,3,1,Friendly,Port of Spain,Trinidad and Tobago,False,1576.89,1549.85,127.04,True,False,False,False,False,friendly,True,False,False
148,5137,1960-09-24,Trinidad and Tobago,Martinique,0,0,Friendly,Port of Spain,Trinidad and Tobago,False,1586.63,1540.1,146.53,True,False,False,False,False,friendly,True,False,False
149,5138,1960-09-25,Finland,France,1,2,FIFA World Cup qualification,Helsinki,Finland,False,1133.44,1712.42,-478.98,False,True,False,False,True,qualifier,True,False,False
150,5139,1960-09-25,Honduras,Guatemala,1,1,FIFA World Cup qualification,Tegucigalpa,Honduras,False,1494.84,1450.44,144.4,False,True,False,False,True,qualifier,True,False,False
151,5140,1960-09-28,Poland,France,2,2,Friendly,Warsaw,Poland,False,1470.4,1714.8,-144.4,True,False,False,False,False,friendly,True,False,False
152,5141,1960-09-28,Republic of Ireland,Wales,2,3,Friendly,Dublin,Republic of Ireland,False,1614.96,1590.34,124.62,True,False,False,False,False,friendly,True,False,False
153,5142,1960-10-02,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False,1508.7,1577.3,31.4,True,False,False,False,False,friendly,True,False,False
154,5143,1960-10-02,Ghana,Mali,5,1,Friendly,Ibadan,Nigeria,True,1586.96,1515.83,71.13,True,False,False,False,False,friendly,False,False,False
155,5144,1960-10-02,Nigeria,Guinea-Bissau,4,1,Friendly,Lagos,Nigeria,False,1511.03,1519.7,91.33,True,False,False,False,False,friendly,True,False,False
156,5145,1960-10-02,Suriname,Curaçao,1,2,FIFA World Cup qualification,Paramaribo,Dutch Guyana,False,1517.3,1563.63,53.66,False,True,False,False,True,qualifier,False,False,False
157,5146,1960-10-03,North Vietnam,Mongolia,3,1,Friendly,Hanoi,North Vietnam,False,1453.6,1474.17,79.43,True,False,False,False,False,friendly,True,False,False
158,5147,1960-10-04,China,North Korea,1,0,Friendly,Hanoi,North Vietnam,True,1563.79,1551.03,12.76,True,False,False,False,False,friendly,False,False,False
159,5148,1960-10-05,Nigeria,Mali,2,3,Friendly,Lagos,Nigeria,False,1524.04,1500.87,123.17,True,False,False,False,False,friendly,True,False,False
160,5149,1960-10-07,China,Mongolia,6,1,Friendly,Hanoi,North Vietnam,True,1573.42,1462.54,110.88,True,False,False,False,False,friendly,False,False,False
161,5150,1960-10-08,North Vietnam,North Korea,1,3,Friendly,Hanoi,North Vietnam,False,1465.23,1541.39,23.83,True,False,False,False,False,friendly,True,False,False
162,5151,1960-10-08,Northern Ireland,England,2,5,British Home Championship,Belfast,Northern Ireland,False,1542.24,1706.88,-64.64,False,False,False,False,True,other,True,False,False
163,5152,1960-10-08,Uganda,Tanzania,1,0,Friendly,Kampala,Uganda,False,1635.79,1393.31,342.48,True,False,False,False,False,friendly,True,False,False
164,5153,1960-10-09,Hungary,Yugoslavia,1,1,Friendly,Budapest,Hungary,False,1814.24,1771.96,142.28,True,False,False,False,False,friendly,True,False,False
165,5154,1960-10-09,Nigeria,Ghana,0,3,Friendly,Lagos,Nigeria,False,1510.63,1601.93,8.71,True,False,False,False,False,friendly,True,False,False
166,5155,1960-10-10,Kenya,Zanzibar,4,1,Friendly,Kampala,Uganda,True,1602.25,1382.14,220.1,True,False,False,False,False,friendly,False,False,False
167,5156,1960-10-10,Mongolia,North Korea,1,10,Friendly,Hanoi,North Vietnam,True,1448.72,1557.42,-108.71,True,False,False,False,False,friendly,False,False,False
168,5157,1960-10-11,North Vietnam,China,3,4,Friendly,Hanoi,North Vietnam,False,1449.2,1587.25,-38.05,True,False,False,False,False,friendly,True,False,False
169,5158,1960-10-11,Uganda,Zanzibar,3,0,Friendly,Kampala,Uganda,False,1638.23,1374.45,363.78,True,False,False,False,False,friendly,True,False,False
170,5159,1960-10-12,Kenya,Tanzania,5,0,Friendly,Kampala,Uganda,True,1609.94,1390.87,219.07,True,False,False,False,False,friendly,False,False,False
171,5160,1960-10-12,Switzerland,France,6,2,Friendly,Basel,Switzerland,False,1446.52,1710.87,-164.35,True,False,False,False,False,friendly,True,False,False
